subject,organ,accept,dice,iou,tp,fp,fn,pred_vox,gt_vox,status,num_voxels,volume_mm3,is_empty,centroid_x_rel,centroid_y_rel,centroid_z_rel,bbox_x_rel,bbox_y_rel,bbox_z_rel,bbox_volume_mm3,mask_to_bbox_ratio,num_components,largest_component_fraction,touches_boundary,boundary_fraction,mean_HU,median_HU,std_HU,p05_HU,p95_HU,orig_axcodes,family,vol_err,vol_bad,iou_reject
s0022,sacrum,0,0.8693,0.7689,2871,512,351,3383,3222,ok,3383,118933.59,0,0.4978,0.1675,0.2518,0.207,0.3478,0.1367,521718.75,0.228,1,1.0,1,0.0242,187.28,178.0,42.84,134.0,271.0,RAS,pelvic_bone,0.04996896337678461,0,1
s0022,small_bowel,0,0.8643,0.761,15210,2958,1818,18168,17028,ok,18168,638718.75,0,0.343,0.5953,0.466,0.543,0.6522,0.5273,9895605.0,0.0645,9,0.919,0,0.0,340.2,328.0,127.41,146.0,582.0,RAS,digestive,0.06694855532064835,0,1
s0022,spinal_cord,0,0.8679,0.7666,1192,206,157,1398,1349,ok,1398,49148.44,0,0.5015,0.1802,0.5746,0.0547,0.2174,0.6953,438046.88,0.1122,1,1.0,1,0.0,151.56,143.0,67.05,49.0,277.15,RAS,neuro,0.0363232023721275,0,1
s0022,spleen,0,0.9391,0.8852,3209,298,118,3507,3327,ok,3507,123292.97,0,0.3333,0.2,0.7578,0.207,0.2174,0.1328,316757.81,0.3892,2,0.9991,0,0.0,285.6,285.0,45.95,215.0,362.0,RAS,solid_abdominal,0.05410279531109107,0,1
s0022,stomach,1,0.9498,0.9045,8435,658,233,9093,8668,ok,9093,319675.78,0,0.3892,0.6334,0.7578,0.2812,0.6087,0.1562,1417500.0,0.2255,1,1.0,1,0.0,268.59,251.0,161.79,25.0,554.0,RAS,digestive,0.049030918320258424,0,0
s0022,urinary_bladder,0,0.8583,0.7518,851,189,92,1040,943,ok,1040,36562.5,0,0.4901,0.3989,0.0908,0.1406,0.1739,0.0625,81000.0,0.4514,1,1.0,0,0.0,332.09,320.5,134.57,128.9,551.0,RAS,urinary,0.10286320254506894,1,1
s0022,vertebrae,0,0.9101,0.8351,5236,459,575,5695,5811,ok,5695,200214.84,0,0.5053,0.2731,0.6169,0.1055,0.3043,0.6484,1102992.25,0.1815,10,0.138,0,0.0,126.52,132.0,35.4,57.0,175.0,RAS,vertebrae,0.019962140767509896,0,1
s0335,colon,0,0.8496,0.7386,2365,93,744,2458,3109,ok,2458,189874.12,0,0.484,0.3024,0.7004,0.3164,1.0,0.4062,3253660.75,0.0584,3,0.8788,1,0.3226,278.5,278.0,158.99,32.85,520.15,RAS,digestive,0.20939208748793825,1,1
s0335,femur_left,0,0.8798,0.7853,2594,125,584,2719,3178,ok,2719,210035.7,0,0.2561,0.3874,0.5431,0.1875,0.6,0.5469,1557307.75,0.1349,2,0.961,1,0.0,684.67,709.0,145.63,388.0,872.0,RAS,pelvic_bone,0.14443045940843297,1,1
s0335,femur_right,0,0.9303,0.8697,2303,196,149,2499,2452,ok,2499,193041.27,0,0.7422,0.4372,0.5131,0.168,0.4,0.5547,943345.31,0.2046,1,1.0,1,0.0,655.02,693.0,204.14,277.7,927.0,RAS,pelvic_bone,0.019168026101141926,0,1
s0335,gluteus_maximus_left,0,0.8525,0.7429,130,44,1,174,131,ok,174,13441.05,0,0.1739,0.2,0.7153,0.0469,0.2,0.0781,18539.38,0.725,1,1.0,1,0.0,276.6,278.0,25.49,237.6,318.0,RAS,muscle,0.3282442748091603,1,1
s0335,gluteus_maximus_right,0,0.787,0.6488,109,37,22,146,131,ok,146,11278.12,0,0.714,0.0,0.5797,0.0391,0.2,0.0742,14677.01,0.7684,1,1.0,1,1.0,486.36,478.5,51.95,414.25,590.25,RAS,muscle,0.11450381679389313,1,1
s0335,gluteus_medius_left,0,0.9044,0.8255,582,96,27,678,609,ok,678,52373.74,0,0.2002,0.4558,0.7255,0.0898,0.4,0.1602,145688.61,0.3595,1,1.0,1,0.0,298.24,280.0,88.28,206.0,500.0,RAS,muscle,0.11330049261083744,1,1
s0335,gluteus_minimus_left,0,0.773,0.63,126,54,20,180,146,ok,180,13904.53,0,0.2495,0.4544,0.7167,0.0547,0.4,0.0781,43258.55,0.3214,1,1.0,1,0.0,313.58,302.0,73.65,228.95,483.5,RAS,muscle,0.2328767123287671,1,1
s0335,hip_left,0,0.8689,0.7683,2271,250,435,2521,2706,ok,2521,194740.7,0,0.3364,0.3555,0.7054,0.2227,1.0,0.3984,2245582.0,0.0867,2,0.9877,1,0.0179,544.97,532.0,188.81,256.0,855.0,RAS,pelvic_bone,0.06836659275683665,0,1
s0335,hip_right,0,0.8895,0.8009,2221,134,418,2355,2639,ok,2355,181917.64,0,0.6757,0.3558,0.6993,0.2227,0.8,0.4102,1849302.88,0.0984,1,1.0,1,0.0645,621.94,594.0,193.14,304.0,945.0,RAS,pelvic_bone,0.10761652140962485,1,1
s0335,iliopsoas_left,0,0.876,0.7793,1727,57,432,1784,2159,ok,1784,137809.38,0,0.3482,0.5101,0.7988,0.1914,0.4,0.4141,802446.06,0.1717,2,0.8868,1,0.0,262.77,250.0,89.61,141.0,443.85,RAS,muscle,0.17369152385363595,1,1
s0335,iliopsoas_right,0,0.815,0.6877,643,10,282,653,925,ok,653,50442.55,0,0.6765,0.6,0.7186,0.1641,0.2,0.3711,308217.16,0.1637,2,0.7075,1,0.0,332.41,330.0,61.96,235.0,427.4,RAS,muscle,0.29405405405405405,1,1
s0335,sacrum,0,0.8761,0.7796,1549,188,250,1737,1799,ok,1737,134178.75,0,0.5145,0.1057,0.8319,0.2578,0.4,0.1055,275309.75,0.4874,1,1.0,1,0.4715,451.55,436.0,117.01,289.0,683.2,RAS,pelvic_bone,0.03446359088382435,0,1
s0335,small_bowel,0,0.0554,0.0285,46,91,1478,137,1524,low_dice,137,10582.89,0,0.5177,0.6672,0.8303,0.2422,0.4,0.0469,114944.14,0.0921,3,0.6642,1,0.3358,566.74,566.0,74.23,431.8,686.0,RAS,digestive,0.9101049868766404,1,1
s0335,urinary_bladder,0,0.8176,0.6915,798,179,177,977,975,ok,977,75470.72,0,0.5179,0.7095,0.647,0.1211,0.4,0.0938,114944.14,0.6566,1,1.0,1,0.5476,235.49,214.0,157.94,28.0,494.6,RAS,urinary,0.0020512820512820513,0,1
s0336,adrenal_gland_left,0,0.8261,0.7037,95,31,9,126,104,ok,126,4429.69,0,0.4134,0.473,0.4254,0.0352,0.0859,0.16,27843.75,0.1591,1,1.0,0,0.0,147.77,151.0,26.03,103.0,188.0,RAS,urinary,0.21153846153846154,1,1
s0336,adrenal_gland_right,0,0.8377,0.7208,111,23,20,134,131,ok,134,4710.94,0,0.5695,0.4372,0.4481,0.0312,0.0898,0.12,19406.25,0.2428,1,1.0,0,0.0,119.57,117.5,26.34,79.3,163.7,RAS,urinary,0.022900763358778626,0,1
s0336,aorta,1,0.9552,0.9142,2196,127,79,2323,2275,ok,2323,81667.97,0,0.4658,0.4367,0.5231,0.0703,0.168,1.0,680273.44,0.1201,1,1.0,1,0.0637,176.16,201.0,60.67,63.0,241.0,RAS,great_vessel,0.0210989010989011,0,0
s0336,autochthon_left,1,0.9789,0.9587,15574,423,248,15997,15822,ok,15997,562394.5,0,0.4097,0.2685,0.3714,0.207,0.1406,1.0,1676953.12,0.3354,1,1.0,1,0.0646,218.89,215.0,52.95,137.0,313.0,RAS,muscle,0.011060548603210719,0,0
s0336,autochthon_right,1,0.9749,0.951,13921,407,310,14328,14231,ok,14328,503718.75,0,0.5979,0.2823,0.3732,0.1836,0.125,1.0,1321875.0,0.3811,1,1.0,1,0.0674,177.23,162.0,57.79,113.0,305.0,RAS,muscle,0.00681610568477268,0,0
s0336,colon,0,0.9257,0.8617,9005,636,809,9641,9814,ok,9641,338941.41,0,0.4818,0.6724,0.3169,0.5781,0.2266,0.52,3923156.25,0.0864,1,1.0,1,0.0245,312.78,312.0,109.35,141.0,498.0,RAS,digestive,0.017627878540859995,0,1
s0336,duodenum,0,0.9307,0.8704,1505,139,85,1644,1590,ok,1644,57796.88,0,0.5295,0.5516,0.2505,0.1992,0.0859,0.44,433898.44,0.1332,1,1.0,1,0.0,179.34,184.0,33.16,113.15,224.0,RAS,digestive,0.033962264150943396,0,1
s0336,esophagus,0,0.9019,0.8213,262,45,12,307,274,ok,307,10792.97,0,0.4727,0.4332,0.8257,0.0586,0.0664,0.28,62753.91,0.172,1,1.0,1,0.101,85.65,78.0,38.33,33.0,151.7,RAS,digestive,0.12043795620437957,1,1
s0336,heart,1,0.9726,0.9467,8169,284,176,8453,8345,ok,8453,297175.78,0,0.4112,0.5408,0.9204,0.2617,0.2344,0.16,565312.5,0.5257,1,1.0,1,0.3613,171.33,163.0,62.34,84.0,281.4,RAS,heart,0.012941881366087477,0,0
s0336,iliopsoas_left,1,0.959,0.9212,1602,94,43,1696,1645,ok,1696,59625.0,0,0.4095,0.4024,0.0986,0.082,0.1211,0.32,183093.75,0.3257,1,1.0,1,0.2146,108.33,107.0,13.01,90.0,132.0,RAS,muscle,0.03100303951367781,0,0
s0336,iliopsoas_right,1,0.9685,0.939,1693,93,17,1786,1710,ok,1786,62789.06,0,0.566,0.4156,0.0887,0.082,0.1133,0.28,149871.09,0.419,1,1.0,1,0.2251,98.5,98.0,7.04,87.0,110.0,RAS,muscle,0.044444444444444446,0,0
s0336,inferior_vena_cava,0,0.9402,0.8871,2003,147,108,2150,2111,ok,2150,75585.94,0,0.5305,0.4761,0.451,0.0859,0.0938,0.92,426937.5,0.177,1,1.0,1,0.0428,226.15,230.0,26.71,177.0,264.0,RAS,great_vessel,0.018474656560871626,0,1
s0336,intervertebral_discs,0,0.8579,0.7511,2188,280,445,2468,2633,ok,2468,86765.62,0,0.4958,0.387,0.4218,0.1094,0.1484,0.92,860343.75,0.1008,8,0.1791,1,0.1503,87.39,88.0,14.24,65.0,110.0,RAS,vertebrae,0.06266616027345234,0,1
s0336,kidney_left,1,0.9597,0.9226,4946,241,174,5187,5120,ok,5187,182355.47,0,0.3263,0.4547,0.259,0.1367,0.1562,0.4,492187.5,0.3705,1,1.0,1,0.0,256.4,265.0,47.52,161.3,320.0,RAS,urinary,0.0130859375,0,0
s0336,kidney_right,1,0.9531,0.9104,5152,280,227,5432,5379,ok,5432,190968.75,0,0.6386,0.4748,0.2047,0.1367,0.1875,0.4,590625.0,0.3233,1,1.0,1,0.0,207.22,210.0,41.43,134.0,267.0,RAS,urinary,0.009853132552519055,0,0
s0336,liver,1,0.9783,0.9576,60946,1105,1596,62051,62542,ok,62051,2181480.5,0,0.6416,0.5292,0.635,0.4258,0.4141,0.72,7311515.5,0.2984,1,1.0,1,0.0,214.78,195.0,63.92,141.0,347.0,RAS,solid_abdominal,0.007850724313261488,0,0
s0336,lung_left,1,0.9724,0.9464,13795,311,471,14106,14266,ok,14106,495914.06,0,0.3162,0.3925,0.8767,0.2734,0.3711,0.32,1870312.5,0.2652,1,1.0,1,0.1995,30.78,26.0,19.83,10.0,68.0,RAS,lung,0.011215477358755083,0,0
s0336,lung_right,1,0.9741,0.9495,16777,426,467,17203,17244,ok,17203,604793.0,0,0.6382,0.4637,0.8961,0.3008,0.418,0.32,2317218.75,0.261,1,1.0,1,0.2971,28.55,22.0,21.5,8.0,70.0,RAS,lung,0.0023776385989329623,0,0
s0336,pancreas,0,0.9181,0.8487,2703,438,44,3141,2747,ok,3141,110425.78,0,0.4333,0.5433,0.4141,0.3203,0.1328,0.36,882140.62,0.1252,1,1.0,0,0.0,180.95,185.0,32.4,121.0,226.0,RAS,solid_abdominal,0.1434291954859847,1,1
s0336,portal_vein_and_splenic_vein,0,0.9034,0.8238,533,101,13,634,546,ok,634,22289.06,0,0.5403,0.5336,0.5004,0.2617,0.0859,0.28,362742.19,0.0614,3,0.9479,0,0.0,251.15,255.0,34.87,186.3,301.35,RAS,great_vessel,0.16117216117216118,1,1
s0336,small_bowel,0,0.9316,0.872,14669,1263,891,15932,15560,ok,15932,560109.38,0,0.4145,0.6447,0.1781,0.4609,0.2109,0.48,2688187.5,0.2084,2,0.9987,1,0.0931,272.65,270.0,104.05,100.0,451.0,RAS,digestive,0.02390745501285347,0,1
s0336,spinal_cord,0,0.9297,0.8686,1236,134,53,1370,1289,ok,1370,48164.06,0,0.5008,0.3393,0.4716,0.0547,0.0938,1.0,295312.5,0.1631,1,1.0,1,0.0526,92.38,93.5,24.93,54.0,132.0,RAS,neuro,0.06283941039565555,0,1
s0336,spleen,1,0.9588,0.9209,6191,299,233,6490,6424,ok,6490,228164.06,0,0.2827,0.3622,0.5641,0.2227,0.2109,0.4,1082109.38,0.2109,1,1.0,0,0.0,248.93,247.0,46.12,177.0,328.0,RAS,solid_abdominal,0.010273972602739725,0,0
s0336,stomach,1,0.9542,0.9124,14377,1109,271,15486,14648,ok,15486,544429.69,0,0.3659,0.5358,0.6302,0.3281,0.3633,0.4,2746406.25,0.1982,1,1.0,0,0.0,158.61,157.0,42.22,90.0,231.0,RAS,digestive,0.05720917531403605,0,0
s0336,vertebrae,0,0.9082,0.8318,4356,524,357,4880,4713,ok,4880,171562.5,0,0.4968,0.3852,0.4606,0.1016,0.1445,0.96,811687.5,0.2114,4,0.4027,1,0.0432,82.43,85.0,19.51,41.0,108.0,RAS,vertebrae,0.03543390621684702,0,1
s0343,autochthon_right,0,0.7607,0.6139,124,64,14,188,138,ok,188,14522.55,0,0.5751,0.0,0.8192,0.0547,0.2,0.0781,21629.32,0.6714,1,1.0,1,1.0,1081.91,1085.0,135.56,863.5,1313.0,RAS,muscle,0.36231884057971014,1,1
s0343,colon,0,0.8697,0.7695,2871,182,678,3053,3549,ok,3053,235836.89,0,0.4792,0.3448,0.5398,0.293,1.0,0.4922,3649948.5,0.0646,4,0.9139,1,0.4769,428.55,400.0,277.09,70.0,950.0,RAS,digestive,0.13975767821921667,1,1
s0343,femur_left,0,0.7886,0.651,1740,94,839,1834,2579,ok,1834,141672.08,0,0.2158,0.3787,0.3791,0.2031,0.6,0.2461,759189.31,0.1866,2,0.9967,1,0.0,993.42,990.0,165.78,730.0,1260.0,RAS,pelvic_bone,0.28887165568049633,1,1
s0343,femur_right,0,0.8674,0.7659,2153,248,410,2401,2563,ok,2401,185471.47,0,0.7488,0.3356,0.3366,0.1953,0.8,0.418,1653098.38,0.1122,1,1.0,1,0.0012,1048.4,1080.0,297.76,520.0,1500.0,RAS,pelvic_bone,0.06320717908700742,0,1
s0343,gluteus_maximus_left,0,0.8745,0.777,237,55,13,292,250,ok,292,22556.3,0,0.1322,0.2,0.5129,0.0586,0.2,0.1055,31285.27,0.721,1,1.0,1,0.0,704.73,715.0,98.2,540.0,860.0,RAS,muscle,0.168,1,1
s0343,gluteus_medius_left,0,0.909,0.8333,1904,153,228,2057,2132,ok,2057,158898.3,0,0.1626,0.4785,0.5582,0.1328,0.8,0.2969,798431.06,0.199,2,0.9932,1,0.0462,720.48,700.0,125.69,550.0,970.0,RAS,muscle,0.03517823639774859,0,1
s0343,gluteus_medius_right,0,0.8863,0.7958,1333,65,277,1398,1610,ok,1398,107992.13,0,0.8312,0.3189,0.5157,0.0859,0.4,0.2305,200534.73,0.5385,1,1.0,1,0.0,836.89,830.0,95.76,680.0,1000.0,RAS,muscle,0.13167701863354037,1,1
s0343,gluteus_minimus_left,0,0.8675,0.766,540,60,105,600,645,ok,600,46348.55,0,0.2118,0.5387,0.5377,0.0664,0.6,0.1875,189102.09,0.2451,1,1.0,1,0.0317,750.87,730.0,135.78,560.0,1000.0,RAS,muscle,0.06976744186046512,0,1
s0343,hip_left,0,0.8164,0.6897,1947,336,540,2283,2487,ok,2283,176356.25,0,0.3096,0.3858,0.5136,0.3164,1.0,0.4336,3472665.25,0.0508,6,0.7481,1,0.187,821.15,790.0,177.69,590.0,1170.0,RAS,pelvic_bone,0.08202653799758745,0,1
s0343,hip_right,0,0.8312,0.7112,1155,300,169,1455,1324,ok,1455,112395.24,0,0.623,0.2937,0.4402,0.2891,1.0,0.3672,2686671.25,0.0418,4,0.7065,1,0.3512,999.42,970.0,202.73,720.0,1400.0,RAS,pelvic_bone,0.09894259818731117,0,1
s0343,iliopsoas_left,0,0.9162,0.8454,3386,202,417,3588,3803,ok,3588,277164.34,0,0.3061,0.5237,0.5834,0.2305,1.0,0.5547,3235901.5,0.0857,2,0.9997,1,0.2093,705.94,700.0,120.32,520.0,910.0,RAS,muscle,0.056534315014462266,0,1
s0343,iliopsoas_right,0,0.828,0.7065,2318,103,860,2421,3178,ok,2421,187016.41,0,0.647,0.3912,0.6286,0.2227,0.8,0.5234,2360068.25,0.0792,2,0.7848,1,0.0066,713.82,710.0,123.68,530.0,920.0,RAS,muscle,0.2382001258653241,1,1
s0343,intervertebral_discs,0,0.5631,0.3919,116,115,65,231,181,ok,231,17844.19,0,0.4841,0.2823,0.8068,0.0898,0.4,0.1523,138582.17,0.1288,3,0.7835,1,0.0,729.91,740.0,108.63,550.0,905.0,RAS,vertebrae,0.27624309392265195,1,1
s0343,sacrum,0,0.7719,0.6286,440,88,172,528,612,ok,528,40786.73,0,0.5407,0.0136,0.6007,0.3008,0.4,0.457,1391847.0,0.0293,7,0.8617,1,0.9318,1025.67,1010.0,245.94,710.0,1630.0,RAS,pelvic_bone,0.13725490196078433,1,1
s0343,urinary_bladder,1,0.9688,0.9394,1442,33,60,1475,1502,ok,1475,113940.2,0,0.5159,0.7055,0.465,0.1406,0.4,0.1133,161292.97,0.7064,1,1.0,1,0.5275,468.98,440.0,302.61,70.0,970.0,RAS,urinary,0.017976031957390146,0,0
s0343,vertebrae,0,0.7688,0.6245,725,159,277,884,1002,ok,884,68286.87,0,0.4835,0.2713,0.8072,0.0898,0.6,0.1523,207873.27,0.3285,2,0.5396,1,0.0023,837.22,870.0,202.99,383.0,1090.0,RAS,vertebrae,0.11776447105788423,1,1
s0351,adrenal_gland_left,0,0.8972,0.8136,384,48,40,432,424,ok,432,3973.75,0,0.4238,0.4125,0.3414,0.0312,0.0446,0.0909,10302.31,0.3857,1,1.0,0,0.0,343.61,368.0,182.83,54.75,632.8,RAS,urinary,0.018867924528301886,0,1
s0351,adrenal_gland_right,0,0.8811,0.7875,126,16,18,142,144,ok,142,1306.19,0,0.593,0.3816,0.3961,0.0246,0.0223,0.0455,2023.67,0.6455,1,1.0,0,0.0,289.22,269.0,155.68,79.2,564.0,RAS,urinary,0.013888888888888888,0,1
s0351,aorta,1,0.9542,0.9124,17010,1090,543,18100,17553,ok,18100,166492.77,0,0.4843,0.4027,0.5983,0.1116,0.2009,1.0,1821302.0,0.0914,2,0.8378,1,0.0693,1323.35,1041.0,686.56,715.0,2581.25,RAS,great_vessel,0.031162764199851877,0,0
s0351,autochthon_left,1,0.9761,0.9533,64266,2090,1060,66356,65326,ok,66356,610375.31,0,0.4136,0.2175,0.3597,0.1696,0.1161,1.0,1599507.88,0.3816,1,1.0,1,0.0416,329.41,348.0,101.46,119.0,441.0,RAS,muscle,0.01576707589627407,0,0
s0351,autochthon_right,1,0.9739,0.949,58358,2067,1067,60425,59425,ok,60425,555819.06,0,0.5844,0.2155,0.3765,0.1719,0.1116,1.0,1558225.0,0.3567,1,1.0,1,0.0401,365.01,383.0,108.4,136.0,476.0,RAS,muscle,0.016827934371055953,0,0
s0351,colon,0,0.9313,0.8715,59184,4558,4168,63742,63352,ok,63742,586330.44,0,0.4745,0.5416,0.1755,0.6674,0.2879,0.5455,8515084.0,0.0689,2,0.9798,1,0.0489,364.48,313.0,261.25,66.0,798.0,RAS,digestive,0.006156080313170855,0,1
s0351,duodenum,0,0.9186,0.8494,5128,458,451,5586,5579,ok,5586,51382.79,0,0.5862,0.4791,0.1667,0.2031,0.096,0.3182,503911.94,0.102,2,0.9821,1,0.0,716.41,785.0,290.76,114.0,1107.0,RAS,digestive,0.0012547051442910915,0,1
s0351,esophagus,0,0.9189,0.85,2080,232,135,2312,2215,ok,2312,21266.92,0,0.4845,0.4014,0.7371,0.0647,0.0938,0.4545,224075.34,0.0949,1,1.0,1,0.051,514.55,507.0,263.49,132.0,910.8,RAS,digestive,0.04379232505643341,0,1
s0351,heart,0,0.9462,0.8979,63138,3944,3235,67082,66373,ok,67082,617053.44,0,0.4555,0.5147,0.7776,0.2545,0.2388,0.3636,1795251.88,0.3437,3,0.9909,1,0.0073,801.55,781.0,329.65,238.0,1350.0,RAS,heart,0.010682054449851597,0,1
s0351,iliopsoas_left,0,0.944,0.894,7128,486,359,7614,7487,ok,7614,70037.34,0,0.4196,0.3448,0.0912,0.0871,0.1094,0.2955,228518.2,0.3065,2,0.9997,1,0.1416,287.1,295.0,56.98,178.6,357.0,RAS,muscle,0.016962735408040604,0,1
s0351,iliopsoas_right,1,0.9506,0.9058,6166,493,148,6659,6314,ok,6659,61252.78,0,0.5829,0.3332,0.0915,0.1161,0.1138,0.2955,317127.31,0.1931,2,0.9983,1,0.1422,315.7,322.0,56.25,220.0,388.0,RAS,muscle,0.054640481469749765,0,0
s0351,inferior_vena_cava,1,0.9548,0.9136,9135,457,407,9592,9542,ok,9592,88231.96,0,0.5679,0.4316,0.3546,0.0893,0.0714,0.7273,376770.34,0.2342,1,1.0,1,0.0234,960.99,931.0,220.49,644.0,1306.0,RAS,great_vessel,0.005239991616013414,0,0
s0351,intervertebral_discs,0,0.932,0.8727,10971,860,741,11831,11712,ok,11831,108827.39,0,0.5064,0.3284,0.4523,0.1161,0.1384,0.9091,1186237.88,0.0917,9,0.1762,1,0.0,242.02,242.0,97.43,79.0,406.0,RAS,vertebrae,0.01016051912568306,0,1
s0351,kidney_left,1,0.9611,0.925,17241,572,825,17813,18066,ok,17813,163852.8,0,0.3423,0.3745,0.1486,0.1384,0.1228,0.3409,470503.0,0.3483,1,1.0,1,0.0647,830.66,838.0,106.93,675.0,979.0,RAS,urinary,0.014004206797298793,0,0
s0351,kidney_right,1,0.962,0.9268,19879,882,688,20761,20567,ok,20761,190969.95,0,0.6636,0.3798,0.138,0.1272,0.1473,0.3182,484466.34,0.3942,1,1.0,1,0.0653,786.48,785.0,115.92,626.0,953.0,RAS,urinary,0.009432586181747459,0,0
s0351,liver,1,0.9796,0.9599,273055,5982,5419,279037,278474,ok,279037,2566720.5,0,0.6703,0.4764,0.4843,0.4665,0.4308,0.6136,10018072.0,0.2562,1,1.0,0,0.0,448.15,414.0,145.76,295.0,728.0,RAS,solid_abdominal,0.0020217327290878145,0,0
s0351,lung_left,1,0.9838,0.9681,188875,3524,2709,192399,191584,ok,192399,1769781.25,0,0.3257,0.384,0.777,0.2612,0.3996,0.5227,4430814.0,0.3994,1,1.0,1,0.0546,83.26,52.0,125.42,13.0,273.0,RAS,lung,0.004254008685485218,0,0
s0351,lung_right,1,0.9848,0.97,199778,3604,2582,203382,202360,ok,203382,1870808.25,0,0.6479,0.3988,0.7997,0.2902,0.4152,0.5455,5338070.5,0.3505,1,1.0,1,0.0584,80.08,52.0,115.27,13.0,238.0,RAS,lung,0.005050405218422613,0,0
s0351,pancreas,0,0.9158,0.8447,6991,776,509,7767,7500,ok,7767,71444.71,0,0.4961,0.5049,0.2964,0.2612,0.1429,0.25,757661.62,0.0943,1,1.0,0,0.0,420.19,454.0,151.61,114.0,613.0,RAS,solid_abdominal,0.0356,0,1
s0351,portal_vein_and_splenic_vein,0,0.9336,0.8755,3516,379,121,3895,3637,ok,3895,35828.14,0,0.5376,0.4865,0.3859,0.3348,0.1674,0.25,1138313.75,0.0315,1,1.0,0,0.0,901.44,891.0,195.0,556.0,1200.0,RAS,great_vessel,0.07093758592246358,0,1
s0351,scapula_right,0,0.5604,0.3893,51,80,0,131,51,ok,131,1205.0,0,0.7527,0.2307,0.9728,0.0379,0.0357,0.0455,5003.98,0.2408,1,1.0,1,0.8015,131.19,110.0,73.73,35.0,269.0,RAS,shoulder_bone,1.5686274509803921,1,1
s0351,small_bowel,0,0.9125,0.8391,42652,4904,3276,47556,45928,ok,47556,437443.62,0,0.3109,0.5346,0.14,0.5246,0.2143,0.3636,3320288.75,0.1317,4,0.9546,1,0.1019,719.0,644.0,395.57,119.0,1385.0,RAS,digestive,0.035446786274168265,0,1
s0351,spinal_cord,0,0.9471,0.8994,8104,529,377,8633,8481,ok,8633,79410.61,0,0.5039,0.2838,0.4437,0.0558,0.0893,1.0,404733.78,0.1962,1,1.0,1,0.0417,1165.34,1059.0,682.44,308.0,2555.0,RAS,neuro,0.017922414809574343,0,1
s0351,spleen,1,0.9656,0.9334,54007,1280,2573,55287,56580,ok,55287,508557.19,0,0.2776,0.3595,0.4254,0.1987,0.2098,0.4318,1462137.5,0.3478,1,1.0,0,0.0,654.31,657.0,109.16,494.0,807.0,RAS,solid_abdominal,0.022852598091198304,0,0
s0351,stomach,1,0.9481,0.9012,38600,2456,1774,41056,40374,ok,41056,377653.41,0,0.4438,0.5663,0.3737,0.2969,0.2879,0.4545,3156371.5,0.1196,1,1.0,0,0.0,555.55,525.0,431.44,13.0,1368.0,RAS,digestive,0.01689205924604944,0,0
s0351,vertebrae,1,0.9582,0.9198,30907,1136,1558,32043,32465,ok,32043,294747.38,0,0.505,0.3311,0.4312,0.1049,0.1384,1.0,1179394.25,0.2499,10,0.144,1,0.0564,109.34,97.0,71.55,22.0,238.0,RAS,vertebrae,0.012998613891883566,0,0
s0034,adrenal_gland_left,0,0.894,0.8083,291,50,19,341,310,ok,341,8808.3,0,0.4024,0.4396,0.4339,0.0586,0.0664,0.3333,39521.12,0.2229,1,1.0,0,0.0,100.63,101.0,29.62,53.0,150.0,RAS,urinary,0.1,0,1
s0034,adrenal_gland_right,0,0.9099,0.8346,217,33,10,250,227,ok,250,6457.7,0,0.589,0.4366,0.524,0.0469,0.0586,0.2778,23247.72,0.2778,1,1.0,0,0.0,83.47,80.5,32.68,33.9,135.65,RAS,urinary,0.1013215859030837,1,1
s0034,aorta,0,0.8806,0.7867,970,128,135,1098,1105,ok,1098,28362.21,0,0.4869,0.4364,0.549,0.0625,0.1328,1.0,252935.17,0.1121,1,1.0,1,0.1166,18.66,18.0,5.5,11.0,28.0,RAS,great_vessel,0.006334841628959276,0,1
s0034,autochthon_left,1,0.9656,0.9336,9852,488,213,10340,10065,ok,10340,267090.44,0,0.4371,0.2206,0.3994,0.1602,0.1406,1.0,686272.62,0.3892,1,1.0,1,0.0753,63.88,58.0,33.26,22.0,132.0,RAS,muscle,0.0273224043715847,0,0
s0034,autochthon_right,1,0.9645,0.9314,9676,460,253,10136,9929,ok,10136,261820.95,0,0.6002,0.2263,0.3909,0.1445,0.168,1.0,739742.38,0.3539,1,1.0,1,0.0883,68.21,66.0,27.64,26.0,119.0,RAS,muscle,0.020848020948736026,0,0
s0034,colon,0,0.9275,0.8648,1689,211,53,1900,1742,ok,1900,49078.52,0,0.7641,0.4933,0.1028,0.1484,0.1094,0.3333,164903.81,0.2976,1,1.0,1,0.2205,94.94,87.0,41.66,44.0,171.0,RAS,digestive,0.09070034443168772,0,1
s0034,duodenum,0,0.9323,0.8732,1433,97,111,1530,1544,ok,1530,39521.12,0,0.6066,0.5063,0.141,0.2344,0.1484,0.3333,353365.31,0.1118,2,0.8869,1,0.2033,98.29,99.0,34.65,41.0,153.0,RAS,digestive,0.009067357512953367,0,1
s0034,inferior_vena_cava,0,0.8876,0.7979,616,127,29,743,645,ok,743,19192.28,0,0.5626,0.4858,0.4603,0.0547,0.0586,0.6111,59669.14,0.3216,1,1.0,1,0.0,20.71,20.0,5.17,13.0,29.0,RAS,great_vessel,0.15193798449612403,1,1
